Invoice_No,Date,Time,Buyer_Name,Buyer_Address,PAN,GSTIN,Item,Qty,Rate,Amount,CGST,SGST,Total,Terms,Source_File
INV/2029/0674,1984-03-16,20:00:19,Mannat Chowdhury,"893, Choudhary, Tirunelveli 840794",,,Details:,4,543,2172,195.48,195.48,2562.96,,invoice_india_165.txt
INV/2032/0108,1996-11-18,07:53:20,Neelofar Jhaveri,"H.No. 79, Hayer Zila, Tirupati 534110",,,Details:,3,100,300,27.0,27.0,354.0,,invoice_india_166.jpg.txt
INV/2032/0108,1996-11-18,07:53:20,Neelofar Jhaveri,"H.No. 79, Hayer Zila, Tirupati 534110",,,Details:,3,100,300,27.0,27.0,354.0,,invoice_india_166.txt
INV/2076/0250,1984-04-29,18:24:47,Aarav Balasubramanian,"74/71, Dugar Path, Bhilwara-017751",,,Details:,3,367,1101,99.09,99.09,1299.18,,invoice_india_167.jpg.txt
INV/2076/0250,1984-04-29,18:24:47,Aarav Balasubramanian,"74/71, Dugar Path, Bhilwara-017751",,,Details:,3,367,1101,99.09,99.09,1299.18,,invoice_india_167.txt
INV/2011/0987,2000-02-22,13:30:36,Priyansh Rege,"60, Chaudhry Nagar, Kalyan-Dombivli-344994",,,Details:,5,886,4430,398.7,398.7,5227.4,,invoice_india_168.jpg.txt
INV/2011/0987,2000-02-22,13:30:36,Priyansh Rege,"60, Chaudhry Nagar, Kalyan-Dombivli-344994",,,Details:,5,886,4430,398.7,398.7,5227.4,,invoice_india_168.txt
INV/2044/0725,1979-11-20,02:36:02,Indrajit Das,"H.No. 810, Dutta, Bilaspur-7247 11",,,Details:,5,382,1910,171.9,171.9,2253.8,,invoice_india_169.jpg.txt
INV/2044/0725,1979-11-20,02:36:02,Indrajit Das,"H.No. 810, Dutta, Bilaspur-7247 11",,,Details:,5,382,1910,171.9,171.9,2253.8,,invoice_india_169.txt
INV/2000/0868,2023-11-09,23:23:41,Vihaan Shenoy,"H.No. 07, Handa, Karaikudi 597933",,,Details:,1,852,852,76.68,76.68,1005.36,,invoice_india_17.jpg.txt
INV/2000/0868,2023-11-09,23:23:41,Vihaan Shenoy,"H.No. 07, Handa, Karaikudi 597933",,,Details:,1,852,852,76.68,76.68,1005.36,,invoice_india_17.txt
INV/2016/0433,1971-03-02,20:25:34,Samarth Konda,"98/07, Setty Marg, Tirupati-867814",,,Details:,5,603,3015,271.35,271.35,3557.7,,invoice_india_170.jpg.txt
INV/2016/0433,1971-03-02,20:25:34,Samarth Konda,"98/07, Setty Marg, Tirupati-867814",,,Details:,5,603,3015,271.35,271.35,3557.7,,invoice_india_170.txt
INV/2060/0668,2005-01-02,12:10:48,Divij Bassi,"551, De Marg, Morbi 655712",,,Details:,5,180,900,81.0,81.0,1062.0,,invoice_india_171.jpg.txt
INV/2060/0668,2005-01-02,12:10:48,Divij Bassi,"551, De Marg, Morbi 655712",,,Details:,5,180,900,81.0,81.0,1062.0,,invoice_india_171.txt
INV/2086/0891,2024-08-15,18:36:26,Kanav Badami,"03, Saran Circle, Agra-245435",,,Details:,5,491,2455,220.95,220.95,2896.9,,invoice_india_172.jpg.txt
INV/2086/0891,2024-08-15,18:36:26,Kanav Badami,"03, Saran Circle, Agra-245435",,,Details:,5,491,2455,220.95,220.95,2896.9,,invoice_india_172.txt
INV/2050/0693,2008-03-08,04:05:22,Krish Chaudry,"53/653, Shroff Marg, Dehradun-832891",,,Details:,5,597,2985,268.65,268.65,3522.3,,invoice_india_173.jpg.txt
INV/2050/0693,2008-03-08,04:05:22,Krish Chaudry,"53/653, Shroff Marg, Dehradun-832891",,,Details:,5,597,2985,268.65,268.65,3522.3,,invoice_india_173.txt
INV/2019/0353,2014-04-16,08:17:01,Romil Kala,"23, Manne Marg, Bidhannagar-363445",,,Details:,5,600,3000,270.0,270.0,3540.0,,invoice_india_174.jpg.txt
INV/2019/0353,2014-04-16,08:17:01,Romil Kala,"23, Manne Marg, Bidhannagar-363445",,,Details:,5,600,3000,270.0,270.0,3540.0,,invoice_india_174.txt
INV/2088/0470,1987-06-18,01:17:41,Drishya Basak,"646, Chada Chowk, Haridwar 053292",,,Details:,3,217,651,58.59,58.59,768.18,,invoice_india_175.jpg.txt
INV/2088/0470,1987-06-18,01:17:41,Drishya Basak,"646, Chada Chowk, Haridwar 053292",,,Details:,3,217,651,58.59,58.59,768.18,,invoice_india_175.txt
INV/2039/0653,2024-09-23,23:45:32,Lakshay Mangal,"25, Varma Circle, Jehanabad 954937",,,Details:,5,455,2275,204.75,204.75,2684.5,,invoice_india_176.jpg.txt
INV/2039/0653,2024-09-23,23:45:32,Lakshay Mangal,"25, Varma Circle, Jehanabad 954937",,,Details:,5,455,2275,204.75,204.75,2684.5,,invoice_india_176.txt
INV/2087/0726,2018-05-18,20:27:55,Zeeshan Guha,"46/590, lyer Path, Mango-165218",,,Details:,5,591,2955,265.95,265.95,3486.9,,invoice_india_177.jpg.txt
INV/2087/0726,2018-05-18,20:27:55,Zeeshan Guha,"46/590, lyer Path, Mango-165218",,,Details:,5,591,2955,265.95,265.95,3486.9,,invoice_india_177.txt
INV/2085/0502,1983-06-05,07:31:21,Riya Kalita,"844, Kumer Chowk, Anand 436750",,,Details:,2,179,358,32.22,32.22,422.44,,invoice_india_178.jpg.txt
INV/2085/0502,1983-06-05,07:31:21,Riya Kalita,"844, Kumer Chowk, Anand 436750",,,Details:,2,179,358,32.22,32.22,422.44,,invoice_india_178.txt
INV/2087/0693,2010-10-25,08:21:30,Tarini Bajaj,"362, Khalsa Zila, Ranchi-638302",,,Details:,3,536,1608,144.72,144.72,1897.44,,invoice_india_179.jpg.txt
INV/2087/0693,2010-10-25,08:21:30,Tarini Bajaj,"362, Khalsa Zila, Ranchi-638302",,,Details:,3,536,1608,144.72,144.72,1897.44,,invoice_india_179.txt
INV/2061/0052,2023-02-21,02:28:05,Jhanvi Jaggi,"71, Kohli Zila, Serampore 675452",,,Details:,1,924,924,83.16,83.16,1090.32,,invoice_india_18.jpg.txt
INV/2061/0052,2023-02-21,02:28:05,Jhanvi Jaggi,"71, Kohli Zila, Serampore 675452",,,Details:,1,924,924,83.16,83.16,1090.32,,invoice_india_18.txt
INV/2092/0997,2013-12-07,17:17:47,Aaina Bir,"58, Biswas Ganj, Nadiad-538822",,,Details:,1,549,549,49.41,49.41,647.82,,invoice_india_180.jpg.txt
INV/2092/0997,2013-12-07,17:17:47,Aaina Bir,"58, Biswas Ganj, Nadiad-538822",,,Details:,1,549,549,49.41,49.41,647.82,,invoice_india_180.txt
INV/2093/0037,2003-10-29,14:52:13,Divyansh Kannan,"H.No. 809, Jha, Asansol-438610",,,Details:,4,284,1136,102.24,102.24,1340.48,,invoice_india_181.jpg.txt
INV/2093/0037,2003-10-29,14:52:13,Divyansh Kannan,"H.No. 809, Jha, Asansol-438610",,,Details:,4,284,1136,102.24,102.24,1340.48,,invoice_india_181.txt
INV/2012/0501,1998-11-23,05:31:25,Zara Madan,"684, Upadhyay Chowk, Mathura-647635",,,Details:,4,103,412,37.08,37.08,486.16,,invoice_india_182.jpg.txt
INV/2012/0501,1998-11-23,05:31:25,Zara Madan,"684, Upadhyay Chowk, Mathura-647635",,,Details:,4,103,412,37.08,37.08,486.16,,invoice_india_182.txt
INV/2090/0732,1990-04-12,06:42:02,Romil Setty,"H.No. 99, Bala Circle, Mumbai 156852",,,Details:,3,884,2652,238.68,238.68,3129.36,,invoice_india_183.jpg.txt
INV/2090/0732,1990-04-12,06:42:02,Romil Setty,"H.No. 99, Bala Circle, Mumbai 156852",,,Details:,3,884,2652,238.68,238.68,3129.36,,invoice_india_183.txt
INV/2091/0395,2011-05-21,23:02:06,Samaira Chanda,"215, Mander Street, Guntakal 752294",,,Details:,2,599,1198,107.82,107.82,1413.64,,invoice_india_184.jpg.txt
INV/2091/0395,2011-05-21,23:02:06,Samaira Chanda,"215, Mander Street, Guntakal 752294",,,Details:,2,599,1198,107.82,107.82,1413.64,,invoice_india_184.txt
INV/2036/0300,1978-02-02,19:18:41,Advik Dass,"25/22, Kulkarni Street, Dibrugarh-078344",,,Details:,4,277,1108,99.72,99.72,1307.44,,invoice_india_185.jpg.txt
INV/2036/0300,1978-02-02,19:18:41,Advik Dass,"25/22, Kulkarni Street, Dibrugarh-078344",,,Details:,4,277,1108,99.72,99.72,1307.44,,invoice_india_185.txt
INV/2019/0941,2021-04-27,19:08:17,Faiyaz Barad,"84/68, Dasgupta Chowk, Surat 446634",,,Details:,4,614,2456,221.04,221.04,2898.08,,invoice_india_186.jpg.txt
INV/2019/0941,2021-04-27,19:08:17,Faiyaz Barad,"84/68, Dasgupta Chowk, Surat 446634",,,Details:,4,614,2456,221.04,221.04,2898.08,,invoice_india_186.txt
INV/2014/0600,1976-12-10,22:10:59,Renee Bir,"78, Shan Chowk, Orai-991181",,,Details:,3,735,2205,198.45,198.45,2601.9,,invoice_india_187.jpg.txt
INV/2014/0600,1976-12-10,22:10:59,Renee Bir,"78, Shan Chowk, Orai-991181",,,Details:,3,735,2205,198.45,198.45,2601.9,,invoice_india_187.txt
INV/2041/0930,1999-08-07,08:57:13,Shalv Shetty,"64, Shukla Nagar, Rohtak 389168",,,Details:,1,558,558,50.22,50.22,658.44,,invoice_india_188.jpg.txt
INV/2041/0930,1999-08-07,08:57:13,Shalv Shetty,"64, Shukla Nagar, Rohtak 389168",,,Details:,1,558,558,50.22,50.22,658.44,,invoice_india_188.txt
INV/2075/0082,2017-06-03,12:51:58,Romil Brahmbhatt,"H.No. 27, Bhagat Path, Nanded-213192",,,Details:,1,920,920,82.8,82.8,1085.6,,invoice_india_189.jpg.txt
INV/2075/0082,2017-06-03,12:51:58,Romil Brahmbhatt,"H.No. 27, Bhagat Path, Nanded-213192",,,Details:,1,920,920,82.8,82.8,1085.6,,invoice_india_189.txt
INV/2048/0220,1991-03-15,23:58:48,Adah Wagle,"H.No. 079, Thakkar Zila, Sonipat 925674",,,Details:,5,510,2550,229.5,229.5,3009.0,,invoice_india_19.jpg.txt
INV/2048/0220,1991-03-15,23:58:48,Adah Wagle,"H.No. 079, Thakkar Zila, Sonipat 925674",,,Details:,5,510,2550,229.5,229.5,3009.0,,invoice_india_19.txt
INV/2046/0961,2024-05-28,13:14:53,Eva D’Alia,"82, Khatri Nagar, Machilipatnam-718793",,,Details:,1,849,849,76.41,76.41,1001.82,,invoice_india_190.jpg.txt
INV/2046/0961,2024-05-28,13:14:53,Eva D’Alia,"82, Khatri Nagar, Machilipatnam-718793",,,Details:,1,849,849,76.41,76.41,1001.82,,invoice_india_190.txt
INV/2050/0574,2009-04-05,08:18:26,Hazel Raj,"32/212, Upadhyay Path, Karnal-760848",,,Details:,1,440,440,39.6,39.6,519.2,,invoice_india_191.jpg.txt
INV/2050/0574,2009-04-05,08:18:26,Hazel Raj,"32/212, Upadhyay Path, Karnal-760848",,,Details:,1,440,440,39.6,39.6,519.2,,invoice_india_191.txt
INV/2095/0316,2006-01-01,13:44:24,Rhea Yadav,"H.No. 14, Dugar Street, Ludhiana-291478",,,Details:,2,671,1342,120.78,120.78,1583.56,,invoice_india_192.jpg.txt
INV/2095/0316,2006-01-01,13:44:24,Rhea Yadav,"H.No. 14, Dugar Street, Ludhiana-291478",,,Details:,2,671,1342,120.78,120.78,1583.56,,invoice_india_192.txt
INV/2081/0022,2021-07-24,13:01:08,Sana Bains,"H.No. 935, Madan Marg, Bhilwara-742573",,,Details:,4,696,2784,250.56,250.56,3285.12,,invoice_india_193.jpg.txt
INV/2081/0022,2021-07-24,13:01:08,Sana Bains,"H.No. 935, Madan Marg, Bhilwara-742573",,,Details:,4,696,2784,250.56,250.56,3285.12,,invoice_india_193.txt
INV/2047/0779,2007-11-09,14:35:16,Kimaya Bhardwaj,"491, Master Chowk, Salem 587419",,,Details:,5,767,3835,345.15,345.15,4525.3,,invoice_india_194.jpg.txt
INV/2047/0779,2007-11-09,14:35:16,Kimaya Bhardwaj,"491, Master Chowk, Salem 587419",,,Details:,5,767,3835,345.15,345.15,4525.3,,invoice_india_194.txt
INV/2028/0296,2006-01-12,06:22:05,Nirvi Gala,"79/536, Ganguly Marg, Malegaon 370508",,,Details:,1,382,382,34.38,34.38,450.76,,invoice_india_195.jpg.txt
INV/2028/0296,2006-01-12,06:22:05,Nirvi Gala,"79/536, Ganguly Marg, Malegaon 370508",,,Details:,1,382,382,34.38,34.38,450.76,,invoice_india_195.txt
INV/2064/0787,1976-02-03,07:31:41,Fateh Guha,"933, Dutt, Bathinda 909456",,,Details:,2,180,360,32.4,32.4,424.8,,invoice_india_196.jpg.txt
INV/2064/0787,1976-02-03,07:31:41,Fateh Guha,"933, Dutt, Bathinda 909456",,,Details:,2,180,360,32.4,32.4,424.8,,invoice_india_196.txt
INV/2039/0133,1984-10-26,21:08:15,Sahil Dasgupta,"75/535, Varughese Ganj, Madanapalle-775913",,,Details:,2,779,1558,140.22,140.22,1838.44,,invoice_india_197.jpg.txt
INV/2039/0133,1984-10-26,21:08:15,Sahil Dasgupta,"75/535, Varughese Ganj, Madanapalle-775913",,,Details:,2,779,1558,140.22,140.22,1838.44,,invoice_india_197.txt
INV/2072/0611,1989-12-05,12:51:03,Dishani Sarkar,"90/971, Sankar Street, Sultan Pur Majra-614956",,,Details:,4,904,3616,325.44,325.44,4266.88,,invoice_india_198.jpg.txt
INV/2072/0611,1989-12-05,12:51:03,Dishani Sarkar,"90/971, Sankar Street, Sultan Pur Majra-614956",,,Details:,4,904,3616,325.44,325.44,4266.88,,invoice_india_198.txt
INV/2045/0863,1977-11-04,17:57:30,Neysa Sibal,"H.No. 015, Khurana, Tirupati-967292",,,Details:,5,592,2960,266.4,266.4,3492.8,,invoice_india_199.jpg.txt
INV/2045/0863,1977-11-04,17:57:30,Neysa Sibal,"H.No. 015, Khurana, Tirupati-967292",,,Details:,5,592,2960,266.4,266.4,3492.8,,invoice_india_199.txt
INV/2039/0981,2024-08-01,19:53:53,Advika Chaudry,"H.No. 413, Bedi Ganj, Korba-480298",,,Details:,5,645,3225,290.25,290.25,3805.5,,invoice_india_2.jpg.txt
INV/2039/0981,2024-08-01,19:53:53,Advika Chaudry,"H.No. 413, Bedi Ganj, Korba-480298",,,Details:,5,645,3225,290.25,290.25,3805.5,,invoice_india_2.txt
INV/2042/0004,2021-10-16,12:28:20,Shamik Sandal,"H.No. 69, Date Street, Proddatur-272444",,,Details:,3,285,855,76.95,76.95,1008.9,,invoice_india_20.jpg.txt
INV/2042/0004,2021-10-16,12:28:20,Shamik Sandal,"H.No. 69, Date Street, Proddatur-272444",,,Details:,3,285,855,76.95,76.95,1008.9,,invoice_india_20.txt
INV/2009/0780,2012-04-06,18:21:33,Vivaan Vasa,"H.No. 01, Bains Zila, Vasai-Virar 655084",,,Details:,2,562,1124,101.16,101.16,1326.32,,invoice_india_200.jpg.txt
INV/2009/0780,2012-04-06,18:21:33,Vivaan Vasa,"H.No. 01, Bains Zila, Vasai-Virar 655084",,,Details:,2,562,1124,101.16,101.16,1326.32,,invoice_india_200.txt
INV/2011/0533,1979-04-14,11:20:32,Samarth Kant,"58/692, Saha Marg, Tinsukia 482173",,,Details:,4,732,2928,263.52,263.52,3455.04,,invoice_india_201.jpg.txt
INV/2011/0533,1979-04-14,11:20:32,Samarth Kant,"58/692, Saha Marg, Tinsukia 482173",,,Details:,4,732,2928,263.52,263.52,3455.04,,invoice_india_201.txt
INV/2031/0308,1984-11-20,13:37:15,Anaya Tank,"270, Tata, Kolhapur 186021",,,Details:,5,697,3485,313.65,313.65,4112.3,,invoice_india_202.jpg.txt
INV/2031/0308,1984-11-20,13:37:15,Anaya Tank,"270, Tata, Kolhapur 186021",,,Details:,5,697,3485,313.65,313.65,4112.3,,invoice_india_202.txt
INV/2049/0495,2002-01-05,18:15:35,Anahi Sridhar,"260, Soni Ganj, Amaravati-614280",,,Details:,5,824,4120,370.8,370.8,4861.6,,invoice_india_203.jpg.txt
INV/2049/0495,2002-01-05,18:15:35,Anahi Sridhar,"260, Soni Ganj, Amaravati-614280",,,Details:,5,824,4120,370.8,370.8,4861.6,,invoice_india_203.txt
INV/2014/0514,1980-05-16,04:46:31,Prerak Sarkar,"H.No. 735, Tara Road, Rajkot-586881",,,Details:,2,495,990,89.1,89.1,1168.2,,invoice_india_204.jpg.txt
INV/2014/0514,1980-05-16,04:46:31,Prerak Sarkar,"H.No. 735, Tara Road, Rajkot-586881",,,Details:,2,495,990,89.1,89.1,1168.2,,invoice_india_204.txt
INV/2048/0565,2003-12-27,00:12:27,Urvi Wable,"18, Bhalla Street, Vijayawada-136473",,,Details:,3,103,309,27.81,27.81,364.62,,invoice_india_205.jpg.txt
INV/2048/0565,2003-12-27,00:12:27,Urvi Wable,"18, Bhalla Street, Vijayawada-136473",,,Details:,3,103,309,27.81,27.81,364.62,,invoice_india_205.txt
INV/2038/0584,2021-03-19,23:18:14,Armaan Sur,"09/95, Saini Path, Coimbatore-293145",,,Details:,4,949,3796,341.64,341.64,4479.28,,invoice_india_206.jpg.txt
INV/2038/0584,2021-03-19,23:18:14,Armaan Sur,"09/95, Saini Path, Coimbatore-293145",,,Details:,4,949,3796,341.64,341.64,4479.28,,invoice_india_206.txt
INV/2094/0122,2010-01-03,16:36:18,Taran Bandi,"36/43, Aurora Street, Rourkela-666015",,96ABCDE11242Z61,Details:,2,454,908,81.72,81.72,1071.44,,invoice_india_207.jpg.txt
INV/2094/0122,2010-01-03,16:36:18,Taran Bandi,"36/43, Aurora Street, Rourkela-666015",,96ABCDE11242Z61,Details:,2,454,908,81.72,81.72,1071.44,,invoice_india_207.txt
INV/2048/0327,2004-10-09,07:13:11,Priyansh Khare,"29, Tara Zila, Knaragpur 361757",,,Details:,3,339,1017,91.53,91.53,1200.06,,invoice_india_208.jpg.txt
INV/2048/0327,2004-10-09,07:13:11,Priyansh Khare,"29, Tara Zila, Knaragpur 361757",,,Details:,3,339,1017,91.53,91.53,1200.06,,invoice_india_208.txt
INV/2071/0375,1976-06-24,12:18:34,Mannat Tandon,"84, Thaker Path, Panihati 763905",,,Details:,2,194,388,34.92,34.92,457.84,,invoice_india_209.jpg.txt
INV/2071/0375,1976-06-24,12:18:34,Mannat Tandon,"84, Thaker Path, Panihati 763905",,,Details:,2,194,388,34.92,34.92,457.84,,invoice_india_209.txt
INV/2093/0225,2018-03-24,05:20:11,Ryan Andra,"93/18, Doctor Path, Ramagundam-230612",,,Details:,2,799,1598,143.82,143.82,1885.64,,invoice_india_21.jpg.txt
INV/2093/0225,2018-03-24,05:20:11,Ryan Andra,"93/18, Doctor Path, Ramagundam-230612",,,Details:,2,799,1598,143.82,143.82,1885.64,,invoice_india_21.txt
INV/2092/0561,1980-03-07,16:50:24,Ivana Dubey,"H.No. 255, Kohli Road, Durgapur 682248",,,Details:,1,395,395,35.55,35.55,466.1,,invoice_india_210.jpg.txt
INV/2092/0561,1980-03-07,16:50:24,Ivana Dubey,"H.No. 255, Kohli Road, Durgapur 682248",,,Details:,1,395,395,35.55,35.55,466.1,,invoice_india_210.txt
INV/2006/0343,2010-09-14,22:44:44,Azad Chaudhuri,"624, Dar Circle, Korba 097214",,,Details:,1,849,849,76.41,76.41,1001.82,,invoice_india_211.jpg.txt
INV/2006/0343,2010-09-14,22:44:44,Azad Chaudhuri,"624, Dar Circle, Korba 097214",,,Details:,1,849,849,76.41,76.41,1001.82,,invoice_india_211.txt
INV/2040/0923,2001-05-05,22:50:36,Eva Raval,"42, Kala Circle, Amaravati-385085",,,Details:,3,129,387,34.83,34.83,456.66,,invoice_india_212.jpg.txt
INV/2040/0923,2001-05-05,22:50:36,Eva Raval,"42, Kala Circle, Amaravati-385085",,,Details:,3,129,387,34.83,34.83,456.66,,invoice_india_212.txt
INV/2007/0684,1990-10-09,08:13:25,Nehmat Choudhry,"05/01, Atwal Zila, Jalandhar-403517",,,Details:,2,438,876,78.84,78.84,1033.68,,invoice_india_213.jpg.txt
INV/2007/0684,1990-10-09,08:13:25,Nehmat Choudhry,"05/01, Atwal Zila, Jalandhar-403517",,,Details:,2,438,876,78.84,78.84,1033.68,,invoice_india_213.txt
INV/2030/0578,2024-06-02,08:32:55,Veer Mahajan,"17, Buch Chowk, Vijayanagaram 159231",,,Details:,2,259,518,46.62,46.62,611.24,,invoice_india_214.jpg.txt
INV/2030/0578,2024-06-02,08:32:55,Veer Mahajan,"17, Buch Chowk, Vijayanagaram 159231",,,Details:,2,259,518,46.62,46.62,611.24,,invoice_india_214.txt
INV/2089/0854,1994-11-07,20:13:39,Emir Borde,"H.No. 37, Thaman, Munger 697084",,,Details:,2,133,266,23.94,23.94,313.88,,invoice_india_215.jpg.txt
INV/2089/0854,1994-11-07,20:13:39,Emir Borde,"H.No. 37, Thaman, Munger 697084",,,Details:,2,133,266,23.94,23.94,313.88,,invoice_india_215.txt
INV/2074/0456,2012-04-22,05:56:37,Vivaan Bhardwaj,"50/71, Mangal Marg, Chittoor 288324",,,Details:,1,441,441,39.69,39.69,520.38,,invoice_india_216.jpg.txt
INV/2074/0456,2012-04-22,05:56:37,Vivaan Bhardwaj,"50/71, Mangal Marg, Chittoor 288324",,,Details:,1,441,441,39.69,39.69,520.38,,invoice_india_216.txt
INV/2097/0485,2000-10-09,06:51:41,Badal Sheth,"H.No. 14, Dube Nagar, Ambala 801618",,,Details:,4,829,3316,298.44,298.44,3912.88,,invoice_india_217.jpg.txt
INV/2097/0485,2000-10-09,06:51:41,Badal Sheth,"H.No. 14, Dube Nagar, Ambala 801618",,,Details:,4,829,3316,298.44,298.44,3912.88,,invoice_india_217.txt
INV/2028/0132,2020-01-16,06:02:31,Indranil Dalal,"93, Kala Marg, Giridih 311371",,,Details:,3,636,1908,171.72,171.72,2251.44,,invoice_india_218.jpg.txt
INV/2028/0132,2020-01-16,06:02:31,Indranil Dalal,"93, Kala Marg, Giridih 311371",,,Details:,3,636,1908,171.72,171.72,2251.44,,invoice_india_218.txt
INV/2093/0020,1978-01-15,11:39:28,Zara Master,"085, Tata Nagar, Gurgaon 592501",,,Details:,5,666,3330,299.7,299.7,3929.4,,invoice_india_219.jpg.txt
INV/2093/0020,1978-01-15,11:39:28,Zara Master,"085, Tata Nagar, Gurgaon 592501",,,Details:,5,666,3330,299.7,299.7,3929.4,,invoice_india_219.txt
INV/2079/0890,2019-07-23,19:53:26,Vivaan Borra,"37/66, Srivastava Ganj, Srinagar-716190",,0S5ABCDE9779Z11,Details:,4,296,1184,106.56,106.56,1397.12,,invoice_india_22.jpg.txt
INV/2079/0890,2019-07-23,19:53:26,Vivaan Borra,"37/66, Srivastava Ganj, Srinagar-716190",,0S5ABCDE97792Z1,Details:,4,296,1184,106.56,106.56,1397.12,,invoice_india_22.txt
INV/2045/0298,1982-06-25,01:13:31,Stuvan Ahuja,"26/382, Lala, Berhampore 378739",,,Details:,3,680,2040,183.6,183.6,2407.2,,invoice_india_220.jpg.txt
INV/2045/0298,1982-06-25,01:13:31,Stuvan Ahuja,"26/382, Lala, Berhampore 378739",,,Details:,3,680,2040,183.6,183.6,2407.2,,invoice_india_220.txt
INV/2084/0371,1998-08-26,11:05:39,Akarsh Das,"56/16, Sahni Circle, Jamnagar-404724",,,Details:,2,354,708,63.72,63.72,835.44,,invoice_india_221.jpg.txt
INV/2084/0371,1998-08-26,11:05:39,Akarsh Das,"56/16, Sahni Circle, Jamnagar-404724",,,Details:,2,354,708,63.72,63.72,835.44,,invoice_india_221.txt
INV/2041/0353,1998-09-23,20:05:47,Shalv Kata,"H.No. 051, Talwar Street, Rajahmundry 018086",,,Details:,5,778,3890,350.1,350.1,4590.2,,invoice_india_222.jpg.txt
INV/2041/0353,1998-09-23,20:05:47,Shalv Kata,"H.No. 051, Talwar Street, Rajahmundry 018086",,,Details:,5,778,3890,350.1,350.1,4590.2,,invoice_india_222.txt
INV/2057/0493,2020-08-24,12:39:35,Aaina Comar,"01, Srinivas Chowk, Aurangabad-878871",,25ABCDE81182Z21,Details:,4,470,1880,169.2,169.2,2218.4,,invoice_india_223.jpg.txt
INV/2057/0493,2020-08-24,12:39:35,Aaina Comar,"01, Srinivas Chowk, Aurangabad-878871",,25ABCDE81182Z21,Details:,4,470,1880,169.2,169.2,2218.4,,invoice_india_223.txt
INV/2003/0572,2002-09-04,07:57:08,Dishani Barad,"262, Garde Circle, Faridabad-999596",,,Details:,5,492,2460,221.4,221.4,2902.8,,invoice_india_224.jpg.txt
INV/2003/0572,2002-09-04,07:57:08,Dishani Barad,"262, Garde Circle, Faridabad-999596",,,Details:,5,492,2460,221.4,221.4,2902.8,,invoice_india_224.txt
INV/2019/0435,1984-11-27,16:35:53,Divyansh Tank,"82/17, Ramachandran Ganj, Bhavnagar-372324",,,Details:,3,120,360,32.4,32.4,424.8,,invoice_india_225.jpg.txt
INV/2019/0435,1984-11-27,16:35:53,Divyansh Tank,"82/17, Ramachandran Ganj, Bhavnagar-372324",,,Details:,3,120,360,32.4,32.4,424.8,,invoice_india_225.txt
INV/2066/0698,1976-05-28,04:30:32,Kashvi Choudhry,"60, Bhagat Chowk, Rewa 372999",,,Details:,4,117,468,42.12,42.12,552.24,,invoice_india_226.jpg.txt
INV/2066/0698,1976-05-28,04:30:32,Kashvi Choudhry,"60, Bhagat Chowk, Rewa 372999",,,Details:,4,117,468,42.12,42.12,552.24,,invoice_india_226.txt
INV/2049/0294,1986-07-19,10:03:10,Rasha Chokshi,"H.No. 01, Sem, Faridabad-075901",,,Details:,3,198,594,53.46,53.46,700.92,,invoice_india_227.jpg.txt
INV/2049/0294,1986-07-19,10:03:10,Rasha Chokshi,"H.No. 01, Sem, Faridabad-075901",,,Details:,3,198,594,53.46,53.46,700.92,,invoice_india_227.txt
INV/2089/0774,2021-03-16,14:59:50,Ahana Raj,"921, Manda, Anantapur-310812",,,Details:,5,315,1575,141.75,141.75,1858.5,,invoice_india_228.jpg.txt
INV/2089/0774,2021-03-16,14:59:50,Ahana Raj,"921, Manda, Anantapur-310812",,,Details:,5,315,1575,141.75,141.75,1858.5,,invoice_india_228.txt
INV/2093/0994,1973-09-26,23:32:12,Anahita Tailor,"68/35, Balan, Bhiwandi-789062",,,Details:,1,241,241,21.69,21.69,284.38,,invoice_india_229.jpg.txt
INV/2093/0994,1973-09-26,23:32:12,Anahita Tailor,"68/35, Balan, Bhiwandi-789062",,,Details:,1,241,241,21.69,21.69,284.38,,invoice_india_229.txt
INV/2093/0033,2005-09-19,22:48:00,Kaira Solanki,"99/69, Rao, Kharagpur-985866",,,Details:,3,476,1428,128.52,128.52,1685.04,,invoice_india_23.jpg.txt
INV/2093/0033,2005-09-19,22:48:00,Kaira Solanki,"99/69, Rao, Kharagpur-985866",,,Details:,3,476,1428,128.52,128.52,1685.04,,invoice_india_23.txt
INV/2059/0534,1991-01-01,04:12:55,Shray Hora,"544, Sarin Road, Ozhukarai-110654",,,Details:,5,222,1110,99.9,99.9,1309.8,,invoice_india_230.jpg.txt
INV/2059/0534,1991-01-01,04:12:55,Shray Hora,"544, Sarin Road, Ozhukarai-110654",,,Details:,5,222,1110,99.9,99.9,1309.8,,invoice_india_230.txt
